sector,index,name,netIncome,totalRevenue,marketCap_netIncome,currentPrice,sharesOutstanding,marketCap,ticker,netIncome_sharesOutstanding,marketCap_totalRevenue
,2183,SPDR Dorsey Wright Fixed Income Allocation ETF,0,0,0,23.49,6225000,146225250.0,DWFI,0,0
,2184,Invesco DWA Tactical Multi-Asset Income ETF,0,0,0,25.237,2450001,61830675.236999996,DWIN,0,0
,2185,Davis Select Worldwide ETF,0,0,0,25.248,9850000,248692800.0,DWLD,0,0
,2186,PowerShares DWA Momentum & Low Volatility Rotation,0,0,0,33.71,1300001,43823033.71,DWLV,0,0
,2187,WisdomTree International Equity Fund,0,0,0,52.894,16800000,888619200.0,DWM,0,0
,2188,AdvisorShares Dorsey Wright Micro-Cap ETF,0,0,0,24.763,125000,3095375.0,DWMC,0,0
,2189,WisdomTree International Multifactor Fund,0,0,0,24.71,100004,2471098.8400000003,DWMF,0,0
,2190,First Trust Dorsey Wright People's Portfolio ETF,0,0,0,30.508,1200002,36609661.016,DWPP,0,0
,2191,AdvisorShares Dorsey Wright Short ETF,0,0,0,24.714,175000,4324950.0,DWSH,0,0
,2193,VelocityShares 3x Inverse Crude Oil ETNs linked to the S&P GSCI Crude Oil Index ER,0,0,0,6.46,27010000,174484600.0,DWT,0,0
,2194,Invesco DWA Tactical Sector Rotation ETF,0,0,0,31.666,2750001,87081531.666,DWTR,0,0
,2195,SPDR S&P International Dividend,0,0,0,38.125,23101326,880738053.75,DWX,0,0
Real Estate,2198,Dynex Capital Inc. Preferred Series B,92232000.0,107915000.0,0.0,24.7,0,0.0,DX-B,0,0.0
Financial Services,2199,Deutsche Bk Contingent Cap TR II Tr Pfd Sec,0,0,0,25.534,0,0.0,DXB,0,0
,2202,ProShares UltraShort Dow30,0,0,0,29.51,4704272,138823066.72,DXD,0,0
Financial Services,2203,Dunxin Financial Holdings Limited American Depositary Shares,0,0,0,5.2,20833333,108333331.60000001,DXF,0,0
,2204,WisdomTree Germany Hedged Equity Fund,0,0,0,29.865,2450000,73169250.0,DXGE,0,0
,2205,WisdomTree Japan Hedged Equity Fund,0,0,0,55.375,96350000,5335381250.0,DXJ,0,0
,2206,WisdomTree Japan Hedged Financials Fund,0,0,0,23.85,1400000,33390000.000000004,DXJF,0,0
,2207,WisdomTree Japan Hedged SmallCap Equity Fund,0,0,0,43.15,3400000,146710000.0,DXJS,0,0
Healthcare,2210,Daxor Corporation,0,0,0,5.082,3728719,18949349.958,DXR,0,0
,2213,WisdomTree Dynamic Bearish U.S. Equity Fund,0,0,0,26.654,350000,9328900.0,DYB,0,0
,2214,WisdomTree Dynamic Long/Short U.S. Equity Fund,0,0,0,35.62,4550000,162071000.0,DYLS,0,0
Utilities,2215,Vistra Energy Corp. 7.00% Tangible Equity Units,-504000000.0,6115000000.0,-0.0,93.65,0,0.0,DYNC,0,0.0
,2218,DB Commodity Double Long ETN due April 1 2038,0,0,0,2.85,553000,1576050.0,DYY,0,0
,2219,Direxion Developed Markets Bull 3x Shares,0,0,0,70,350001,24500070.0,DZK,0,0
,2221,DB Gold Double Short ETN due February 15 2038,0,0,0,6.49,4019600,26087204.0,DZZ,0,0
Utilities,2224,Entergy Arkansas Inc. First Mortgage Bonds 4.90% Series Due December 1 2052,208096000.0,2160173000.0,0.0,24.143,0,0.0,EAB,0,0.0
Industrials,2225,Easterly Acquisition Corp.,3028393.0,0,22.427305529698426,10.395,6533785,67918695.075,EACQ,0.4634974980046022,0
Industrials,2226,Easterly Acquisition Corp. Unit,3028393.0,0,0.0,11.4,0,0.0,EACQU,0,0
,2227,,0,0,0,1.25,0,0.0,EACQW,0,0
Financial Services,2228,Wells Fargo Income Opportunities Fund,0,0,0,8.03,68951815,553683074.4499999,EAD,0,0
Utilities,2229,Entergy Arkansas Inc. First Mortgage Bonds 4.75% Series due June 1 2063,208096000.0,2160173000.0,0.0,23.502,0,0.0,EAE,0,0.0
Industrials,2231,Platinum Eagle Acquisition Corp.,1919388.0,0,48.61239545105003,9.84,9482322,93306048.48,EAGL,0.20241750912909307,0
Industrials,2232,Platinum Eagle Acquisition Corp. Unit,1919388.0,0,0.0,10.35,0,0.0,EAGLU,0,0
,2233,Platinum Eagle Acquisition Corp. Warrant,0,0,0,1.35,0,0.0,EAGLW,0,0
,2234,Entergy Arkansas Inc. First Mortgage Bonds 4.875% Series Due September 1 2066,0,0,0,23.65,0,0.0,EAI,0,0
Healthcare,2236,Auris Medical Holding AG,-15812860.845444001,0,-0.11257671368890211,0.291,6117388,1780159.9079999998,EARS,-2.584904022017894,0
,2238,Amplify ETF Trust,0,0,0,26.0562,100000,2605620.0,EASI,0,0
,2240,Eastside Distilling Inc. Warrants,0,0,0,2.12,0,0.0,EASTW,0,0
Consumer Cyclical,2243,eBay Inc. 6.0% Notes Due 2056,-1029000000.0,10242000000.0,-0.0,26.295,0,0.0,EBAYL,0,0.0
,2247,SPDR Bloomberg Barclays Emerging Markets Local Bond,0,0,0,25.811,20500000,529125500.0,EBND,0,0
Utilities,2249,Centrais Electricas Brasileiras S.A.- Eletrobr?!s American Depositary Shares (Each representing one Preferred Share),-300961960.17999995,8869019537.85,-0.0,4.33,0,0.0,EBR.B,0,0.0
,2255,Eagle Point Credit Company Inc.,0,0,0,18.055,21987017,396975591.935,ECC,0,0
Financial Services,2256,Eagle Point Credit Company Inc. Series A Term Preferred Stock due 2022,-20216778.0,30247259.0,-0.0,25.5,0,0.0,ECCA,0,0.0
Financial Services,2257,Eagle Point Credit Company Inc. 7.75% Series B Term Preferred Stock due 2026,-20216778.0,30247259.0,-0.0,26.51,0,0.0,ECCB,0,0.0
,2258,Eagle Point Credit Company Inc. 6.6875% Notes due 2028,0,0,0,24.933,0,0.0,ECCX,0,0
,2259,Eagle Point Credit Company Inc. 6.75% Notes due 2027,0,0,0,25.38,0,0.0,ECCY,0,0
Financial Services,2260,Ellsworth Growth and Income Fund Ltd.,0,0,0,10.36,12934886,134005418.96,ECF,0,0
Financial Services,2261,Ellsworth Growth and Income Fund Ltd. 5.25% Series A Cumulative Preferred Shares (Liquidation Preference $25.00 per share),0,0,0,24.492,0,0.0,ECF-A,0,0
,2262,iShares Inc. MSCI Chile,0,0,0,44.551,8750000,389821250.0,ECH,0,0
,2265,iShares MSCI China Small-Cap,0,0,0,44.757,550000,24616350.0,ECNS,0,0
,2268,Columbia Emerging Markets Consumer,0,0,0,22.04,28050000,618222000.0,ECON,0,0
,2276,Legg Mason Emerging Markets Diversified Core ETF,0,0,0,28.735,0,0.0,EDBI,0,0
,2277,Direxion Emerging Markets Bull 3X Shares,0,0,0,78.22,2931598,229309595.56,EDC,0,0
Financial Services,2278,Morgan Stanley Emerging Markets Domestic Debt Fund Inc.,0,0,0,6.55,66824238,437698758.9,EDD,0,0
,2279,iShares Inc MSCI Denmark,0,0,0,65.12,700000,45584000.0,EDEN,0,0
Financial Services,2280,Stone Harbor Emerging Markets Income Fund of Beneficial Interest,0,0,0,13.495,16059198,216718877.01,EDF,0,0
Healthcare,2281,Edge Therapeutics Inc.,-58702836.0,0,-0.42154842923091485,0.7899,31328128,24746088.3072,EDGE,-1.8738060569721882,0
Financial Services,2283,Stone Harbor Emerging Markets Total Income Fund of Beneficial Interests,0,0,0,12.6,9655486,121659123.6,EDI,0,0
,2285,SPDR S&P Emerging Markets Dividend,0,0,0,30.126,13400000,403688400.0,EDIV,0,0
,2288,ALPS Emerging Sector Dividend Dogs,0,0,0,21.03,1700000,35751000.0,EDOG,0,0
,2289,WisdomTree Europe Domestic Economy Fund,0,0,0,27.57,350000,9649500.0,EDOM,0,0
,2290,First Trust Dow 30 Equal Weight,0,0,0,23.33,250002,5832546.659999999,EDOW,0,0
,2295,Vanguard Extended Duration Treasury,0,0,0,111.37,5800000,645946000.0,EDV,0,0
,2296,Direxion Emerging Markets Bear 3X Shares,0,0,0,55.83,1595232,89061802.56,EDZ,0,0
Financial Services,2298,The European Equity Fund Inc.,0,0,0,9.46,7914600,74872116.0,EEA,0,0
,2299,Invesco BRIC,0,0,0,34.241,2350800,80493742.8,EEB,0,0
,2301,Aktiebolaget Svensk Exportkredit (Swed Ex Cred Corp) Elements (SM) Linked to the SPECTRUM Large Cap U.S. Sector Momentum Index developed by BNP Paribas due Augu,0,0,0,21.17,210854,4463779.180000001,EEH,0,0
,2303,Invesco S&P Emerging Markets Low Volatility,0,0,0,24.745,19050000,471392250.0,EELV,0,0
,2304,iShares MSCI Emerging Index Fund,0,0,0,41.68,720450000,30028356000.0,EEM,0,0
,2305,iShares MSCI Emerging Markets Asia ETF,0,0,0,66.49,6350000,422211499.99999994,EEMA,0,0
,2306,AAM S&P Emerging Markets High Dividend Value,0,0,0,22.445,100000,2244500.0,EEMD,0,0
,2307,Invesco S&P Emerging Markets Momentum,0,0,0,18.0678,900000,16261019.999999998,EEMO,0,0
,2308,Ishares MSCI Emerging Markets Small Cap Index Fund,0,0,0,45.805,5500000,251927500.0,EEMS,0,0
,2309,iShares Edge MSCI Min Vol Emerging Markets,0,0,0,57.895,79300000,4591073500.0,EEMV,0,0
,2310,SPDR MSCI Emerging Markets Fuel Reserves Free,0,0,0,61.41,400000,24564000.0,EEMX,0,0
Energy,2312,Enbridge Energy Management LLC Shares repstg limited liability company interests,-27600000.0,0,-37.68655896557971,10.895,95470310,1040149027.4499999,EEQ,-0.28909511239672314,0
,2313,WisdomTree U.S. SmallCap Earnings Fund,0,0,0,40.423,19150000,774100450.0,EES,0,0
,2314,ProShares Ultra MSCI Emerging Markets,0,0,0,70.87,375000,26576250.0,EET,0,0
,2315,ProShares UltraShort MSCI Emerging Markets,0,0,0,48.67,513771,25005234.57,EEV,0,0
,2317,iShares MSCI EAFE,0,0,0,67.055,1051200000,70488216000.0,EFA,0,0
,2318,ProShares Trust MSCI EAFE Dividend Growers,0,0,0,38.33,3100001,118823038.33,EFAD,0,0
,2319,Global X MSCI SuperDividend EAFE ETF,0,0,0,17.27,0,0.0,EFAS,0,0
,2320,iShares Edge MSCI Min Vol EAFE,0,0,0,72.2,122100000,8815620000.0,EFAV,0,0
,2321,SPDR MSCI EAFE Fossil Fuel Reserves Free,0,0,0,68.9977,1050000,72447585.0,EFAX,0,0
Financial Services,2324,Eaton vance Floating-Rate Income Plus Fund of Beneficial Interest,0,0,0,16.04,7606422,122007008.88,EFF,0,0
,2325,Global X JPMorgan Efficiente Index,0,0,0,26.87,500000,13435000.0,EFFE,0,0
,2326,iShares MSCI EAFE Growth,0,0,0,79.42,44000000,3494480000.0,EFG,0,0
Financial Services,2328,Eaton Vance Floating-Rate 2022 Target Term Trust of Beneficial Interest,0,0,0,9.25,21000000,194250000.0,EFL,0,0
,2329,iShares Inc MSCI Finland,0,0,0,41.18,1050000,43239000.0,EFNL,0,0
,2330,ProShares Ultra MSCI EAFE,0,0,0,40.18,250000,10045000.0,EFO,0,0
Financial Services,2332,Eaton Vance Senior Floating-Rate Fund of Beneficial Interest,0,0,0,14.11,36848313,519929696.43,EFR,0,0
Financial Services,2334,Eaton Vance Floating Rate Income Trust of Beneficial Interest,0,0,0,14.77,39863690,588786701.3,EFT,0,0
,2335,ProShares UltraShort MSCI EAFE,0,0,0,23.805,137428,3271473.54,EFU,0,0
,2336,iShares MSCI EAFE Value,0,0,0,51.07,106000000,5413420000.0,EFV,0,0
,2338,ProShares Short MSCI EAFE,0,0,0,26.172,1175000,30752100.0,EFZ,0,0
Financial Services,2342,Blackrock Enhanced Government Fund Inc.,0,0,0,12.876,5845662,75268743.912,EGF,0,0
Basic Materials,2344,Entree Resources Ltd.,-3786000.0,0,-17.087210401215003,0.371,174372449,64692178.578999996,EGI,-0.021712145592449644,0
Financial Services,2345,Eagle Growth and Income Opportunities Fund of Beneficial Interest,0,0,0,15.435,7180875,110836805.625,EGIF,0,0
,2353,VanEck Vectors Egypt Index,0,0,0,31.188,1374974,42882689.111999996,EGPT,0,0
Financial Services,2357,Western Asset Global High Income Fund Inc,0,0,0,9.125,44922965,409922055.625,EHI,0,0
Financial Services,2359,Eaton Vance High Income 2021 Target Term Trust of Beneficial Interest,0,0,0,9.601,21460961,206046686.56100002,EHT,0,0
Financial Services,2361,Eaton Vance California Municipal Bond Fund II of Beneficial Interest $.01 par value,0,0,0,10.4,3886356,40418102.4,EIA,0,0
,2362,iShares MSCI Indonesia,0,0,0,22.305,16700000,372493500.0,EIDO,0,0
Healthcare,2363,Eidos Therapeutics Inc.,-27915000.0,0,-17.378712391187534,13.2,36752027,485126756.4,EIDX,-0.7595499426467008,0
Healthcare,2366,Eiger BioPharmaceuticals Inc.,-38809000.0,0,-4.331016248808266,11.8,14244272,168082409.60000002,EIGR,-2.7245337634664657,0
Financial Services,2367,Eaton Vance Municipal Bond Fund of Beneficial Interest $.01 par value,0,0,0,11.63,68168250,792796747.5,EIM,0,0
Financial Services,2368,Eaton Vance Ohio Municipal Bond Fundd of Befeficial Interest $.01 par value,0,0,0,11.5,2537940,29186310.0,EIO,0,0
Financial Services,2369,Eaton Vance Pennsylvania Municipal Bond Fund of Befeficial Interest $.01 par value,0,0,0,11.84,2960040,35046873.6,EIP,0,0
,2370,iShares Trust MSCI Ireland,0,0,0,45.73,1500000,68595000.0,EIRL,0,0
,2371,iShares Inc MSCI Israel,0,0,0,57.71,2150000,124076500.0,EIS,0,0
Financial Services,2372,Eaton Vance Municipal Bond Fund II of Beneficial Interest $.01 Par Value,0,0,0,11.73,10013381,117456959.13000001,EIV,0,0
,2374,Innovation Shares NextGen Vehicles & Technology,0,0,0,23.43,0,0.0,EKAR,0,0
,2377,Entergy Louisiana Inc. Collateral Trust Mortgage Bonds 4.875 % Series due September 1 2066,0,0,0,23.61,0,0.0,ELC,0,0
,2378,WisdomTree Emerging Markets Local Debt Fund,0,0,0,32.29,5300000,171137000.0,ELD,0,0
,2381,Entergy Louisiana Inc. First Mortgage Bonds 5.25% Series due July 1 2052,0,0,0,24.891,0,0.0,ELJ,0,0
Healthcare,2385,Eloxx Pharmaceuticals Inc.,-25270902.0,0,-19.752440083064705,14.32,34857680,499161977.6,ELOX,-0.7249737217164195,0
,2390,Entergy Louisiana Inc. First Mortgage Bonds 4.70% Series due June 1 2063,0,0,0,23.05,0,0.0,ELU,0,0
,2393,VanEck Vectors Emerging Markets Aggregate Bond,0,0,0,20.0186,750000,15013950.0,EMAG,0,0
,2395,iShares J.P. Morgan USD Emerging Markets Bond ETF,0,0,0,106.535,129900000,13838896500.0,EMB,0,0
,2396,iShares Interest Rate Hedged Emerging Markets Bond,0,0,0,25.46,200000,5092000.0,EMBH,0,0
,2397,Direxion Funds Daily Emerging Markets Bond Bull 3X Shares,0,0,0,20.59,50001,1029520.59,EMBU,0,0
,2398,WisdomTree Emerging Markets Corporate Bond Fund,0,0,0,68.6,600000,41160000.0,EMCB,0,0
,2400,WisdomTree Emerging Markets Consumer Growth Fund,0,0,0,21.09,1600000,33744000.0,EMCG,0,0
Financial Services,2402,Western Asset Emerging Markets Debt Fund Inc,0,0,0,13.39,60746012,813389100.6800001,EMD,0,0
,2403,ProShares MSCI Emerging Markets Dividend Growers,0,0,0,54.16,450001,24372054.16,EMDV,0,0
,2405,Virtus Glovista Emerging Markets,0,0,0,22.21,900004,19989088.84,EMEM,0,0
Financial Services,2407,Templeton Emerging Markets Fund,0,0,0,14.15,18009460,254833859.0,EMF,0,0
,2408,Global X Next Emerging & Frontier,0,0,0,21.051,6100000,128411099.99999999,EMFM,0,0
,2409,iShares Edge MSCI Multifactor Emerging Markets,0,0,0,41.82,6500000,271830000.0,EMGF,0,0
,2410,iShares Emerging Markets High Yield Bond,0,0,0,45.24,11250000,508950000.0,EMHY,0,0
Financial Services,2411,Eaton Vance Michigan Municipal Income Trust Shares of Beneficial Interest,0,0,0,12.87,2012993,25907219.91,EMI,0,0
,2412,iShares S&P Emerging Markets Infrastructure Ix Fd,0,0,0,27.693,1150000,31846950.0,EMIF,0,0
,2413,Xtrackers Emerging Markets Bond - Interest Rate Hedged,0,0,0,24.28,350001,8498024.280000001,EMIH,0,0
Financial Services,2415,Eaton Vance New Jersey Municipal Bond Fund Common Shres of Beneficial Interest $.01 par value,0,0,0,12.05,2579166,31078950.3,EMJ,0,0
,2418,VanEck Vectors J.P. Morgan EM Local Currency Bond,0,0,0,16.05,252800000,4057440000.0,EMLC,0,0
,2419,First Trust North American Energy Infrastructure Fund,0,0,0,23.923,96705000,2313473715.0,EMLP,0,0
,2420,WisdomTree Emerging Markets Multifactor Fund,0,0,0,24.27,100004,2427097.08,EMMF,0,0
Financial Services,2423,ClearBridge Energy MLP Opportunity Fund Inc.,0,0,0,11.62,31196056,362498170.71999997,EMO,0,0
,2424,Entergy Mississippi Inc. First Mortgage Bonds 4.90% Series Due October 1 2066,0,0,0,24,0,0.0,EMP,0,0
,2425,Emerging Markets Internet and Ecommerce ETF (The),0,0,0,31.398,0,0.0,EMQQ,0,0
,2427,ProShares Short Term USD Emerging Markets Bond,0,0,0,73.505,100001,7350573.505,EMSH,0,0
,2428,SPDR DoubleLine Emerging Markets Fixed Income,0,0,0,48.27,1000000,48270000.0,EMTL,0,0
,2429,ProShares Decline of the Retail Store,0,0,0,30.06,175001,5260530.06,EMTY,0,0
,2431,iShares MSCI Emerging Markets ex China ETF,0,0,0,48.38,200000,9676000.0,EMXC,0,0
,2433,Enbridge Inc 6.375% Fixed-to-Floating Rate Subordinated Notes Series 2018-B due 2078,0,0,0,25.5,0,0.0,ENBA,0,0
,2437,Alerian Energy Infrastructure,0,0,0,22.547,1950000,43966650.0,ENFR,0,0
Utilities,2441,Entergy New Orleans LLC First Mortgage Bonds 5.0% Series due December 1 2052,46526000.0,694095000.0,0.0,24.3508,0,0.0,ENJ,0,0.0
,2444,Entergy New Orleans LLC First Mortgage Bonds 5.50% Series due April 1 2066,0,0,0,26.27,0,0.0,ENO,0,0
,2445,iShares Inc MSCI Norway,0,0,0,28.33,1100000,31162999.999999996,ENOR,0,0
,2454,ERShares Entrepreneur 30,0,0,0,18.42,4350000,80127000.0,ENTR,0,0
Healthcare,2455,Entera Bio Ltd.,-8127000.0,0,-7.213889700996678,5.13,11428320,58627281.6,ENTX,-0.7111281448191861,0
,2456,Entera Bio Ltd. Warrant,0,0,0,0.8799,0,0.0,ENTXW,0,0
Financial Services,2459,Eaton Vance New York Municipal Bond Fund of Beneficial Interest $.01 par value,0,0,0,11.05,15661780,173062669.0,ENX,0,0
,2460,Invesco Canadian Energy Income,0,0,0,7.75,2720000,21080000.0,ENY,0,0
,2462,iShares MSCI New Zealand Capped ETF,0,0,0,48.21,2900000,139809000.0,ENZL,0,0
Financial Services,2464,Wells Fargo Global Dividend Opportunity Fund,0,0,0,5.428,45433567,246613401.676,EOD,0,0
Financial Services,2466,Eaton Vance Enhance Equity Income Fundd Equity Income Fund Shares of Beneficial Interest,0,0,0,16.2,39211874,635232358.8,EOI,0,0
Healthcare,2467,Evolus Inc.,-20781000.0,0,-25.942041677975073,20.21,26674991,539101568.11,EOLS,-0.7790443115800864,0
Financial Services,2468,Eaton Vance Enhance Equity Income Fund II,0,0,0,17.651,47712638,842175773.3379999,EOS,0,0
Financial Services,2469,Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST,0,0,0,21.76,15227158,331342958.08000004,EOT,0,0
Energy,2470,El Paso Corporation Preferred Stock,0,0,0,46,0,0.0,EP-C,0,0
,2476,iShares MSCI Philippines,0,0,0,30.86,5200000,160472000.0,EPHE,0,0
,2477,WisdomTree India Earnings Fund,0,0,0,25.875,63600000,1645650000.0,EPI,0,0
Healthcare,2478,ESSA Pharma Inc.,-11564502.0,0,-1.5733240134335227,3.15,5776098,18194708.7,EPIX,-2.002130504018457,0
,2480,iShares Trust MSCI Poland,0,0,0,23.07,10850000,250309500.0,EPOL,0,0
,2481,iShares MSCI Pacific Ex-Japan Index Fund,0,0,0,44.87,51600000,2315292000.0,EPP,0,0
Real Estate,2484,EPR Properties Series E Cumulative Conv Pfd Shs Ser E,249636000.0,654557000.0,0.0,36.01,0,0.0,EPR-E,0,0.0
Real Estate,2485,EPR Properties 5.750% Series G Cumulative Redeemable Preferred Shares,249636000.0,654557000.0,0.0,23.852,0,0.0,EPR-G,0,0.0
,2486,Innovator S&P Investment Grade Preferred,0,0,0,23.39,750002,17542546.78,EPRF,0,0
,2488,WisdomTree U.S. Earnings 500 Fund,0,0,0,32.69,6750000,220657499.99999997,EPS,0,0
,2489,iShares Trust MSCI Peru,0,0,0,35.53,4200000,149226000.0,EPU,0,0
,2490,ProShares UltraShort FTSE Europe,0,0,0,31.73,587119,18629285.87,EPV,0,0
,2492,Invesco Russell 1000 Equal Weight,0,0,0,33.43,14050001,469691533.43,EQAL,0,0
,2499,ALPS Equal Sector Weight,0,0,0,73.472,2200000,161638400.0,EQL,0,0
,2500,Workplace Equality Portfolio,0,0,0,38.03,600000,22818000.0,EQLT,0,0
,2504,ProShares Equities for Rising Rates ETF,0,0,0,50.34,275001,13843550.340000002,EQRR,0,0
,2507,Invesco Russell Top 200 Equal Weight,0,0,0,56.2,1150000,64630000.0,EQWL,0,0
,2508,Invesco Russell Midcap Equal Weight,0,0,0,51.34,500000,25670000.0,EQWM,0,0
,2509,Invesco Russell 2000 Equal Weight,0,0,0,47.38,550000,26059000.0,EQWS,0,0
Financial Services,2511,Wells Fargo Multi-Sector Income Fund no par value,0,0,0,12.34,32826992,405085081.28,ERC,0,0
Financial Services,2513,Wells Fargo Utilities and High Income Fund,0,0,0,12.68,9244157,117215910.75999999,ERH,0,0
,2519,EquityCompass Risk Manager,0,0,0,23.33,1200002,27996046.659999996,ERM,0,0
,2521,iShares MSCI Russia,0,0,0,32.53,14750000,479817500.0,ERUS,0,0
,2522,Direxion Energy Bull 3X Shares,0,0,0,35.07,12400000,434868000.0,ERX,0,0
,2523,Direxion Daily Energy Bear 3X Shares,0,0,0,34.64,460000,15934400.0,ERY,0,0
Healthcare,2524,Erytech Pharma S.A.,0,0,0,10,17937535,179375350.0,ERYP,0,0
,2532,FlexShares STOXX US ESG Impact Index Fund,0,0,0,68.91,400001,27564068.91,ESG,0,0
,2533,iShares MSCI EAFE ESG Select ETF,0,0,0,65.36,5500000,359480000.0,ESGD,0,0
,2534,iShares MSCI EM ESG Select ETF,0,0,0,32.58,9800000,319284000.0,ESGE,0,0
,2535,Oppenheimer Global ESG Revenue,0,0,0,30.4173,1,30.4173,ESGF,0,0
,2536,FlexShares STOXX Global ESG Impact Index Fund,0,0,0,98.464,800001,78771298.464,ESGG,0,0
,2537,Oppenheimer Revenue Weighted ETF Trust ESG Revenue,0,0,0,32.4999,1,32.4999,ESGL,0,0
,2538,Columbia Sustainable International Equity Income,0,0,0,27.6901,250000,6922525.0,ESGN,0,0
Financial Services,2540,Enstar Group Limited Depositary Shares Each Representing 1/1000th of an interest in Preference Shares,133626000.0,907139000.0,0.0,26.12,0,0.0,ESGRP,0,0.0
,2541,Columbia Sustainable U.S. Equity Income,0,0,0,30.7,254000,7797800.0,ESGS,0,0
,2542,iShares MSCI USA ESG Optimized ETF,0,0,0,63.87,1550000,98998500.0,ESGU,0,0
,2543,Columbia Sustainable Global Equity Income,0,0,0,29.5,0,0.0,ESGW,0,0
,2547,iShares MSCI USA Small-Cap ESG Optimized,0,0,0,28.6301,0,0.0,ESML,0,0
Healthcare,2552,Esperion Therapeutics Inc.,-174970000.0,0,-7.2956793843230265,47.625,26803675,1276525021.875,ESPR,-6.527836201565644,0
,2561,Estre Ambiental Inc. Warrants,0,0,0,0.35,0,0.0,ESTRW,0,0
Financial Services,2564,Eaton Vance Tax-Managed Buy-Write Income Fund of Beneficial Interest,0,0,0,16.64,26309831,437795587.84000003,ETB,0,0
Financial Services,2567,Eaton Vance Tax-Advantaged Global Dividend Income Fund of Beneficial Interest,0,0,0,17.819,76300214,1359593513.266,ETG,0,0
,2569,Etho Climate Leadership U.S.,0,0,0,37.78,900000,34002000.0,ETHO,0,0
Financial Services,2570,Eaton Vance Risk-Managed Diversified Equity Income Fund of Beneficial Interest,0,0,0,9.92,63669928,631605685.76,ETJ,0,0
Financial Services,2573,Eaton Vance Tax-Advantage Global Dividend Opp,0,0,0,25.22,14917439,376217811.58,ETO,0,0
Energy,2575,Energy Transfer Partners L.P. Series C Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,2705000000.0,33273000000.0,0.0,25.333,0,0.0,ETP-C,0,0.0
Energy,2576,Energy Transfer Partners L.P. 7.625% Series D Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,2705000000.0,33273000000.0,0.0,25.89,0,0.0,ETP-D,0,0.0
Financial Services,2579,Eaton Vance Corporation Tax-Managed Buy-Write Opportunities Fund of Beneficial Interest,0,0,0,16.07,74025133,1189583887.31,ETV,0,0
Financial Services,2580,Eaton Vance Corporation Tax-Managed Global Buy-Write Opportunites Fund of Beneficial Interest,0,0,0,11.93,106793724,1274049127.32,ETW,0,0
Financial Services,2581,Eaton Vance Municipal Income 2028 Term Trust of Beneficial Interest,0,0,0,19.565,10833849,211964255.685,ETX,0,0
